x,y,z
-0.6941,2.8911,6.0
-0.9181,2.8257,6.0
-1.1311,2.7307,6.0
-1.3437,2.6372,6.0
-1.5414,2.5153,6.0
-1.752,2.4114,6.0
-1.9389,2.2702,6.0
-2.0916,2.0916,6.0
-2.2762,1.9441,6.0
-2.3848,1.7326,6.0
-2.5488,1.5619,6.0
-2.644,1.3472,6.0
-2.7256,-2.9876,6.0
-2.8091,-2.96,6.0
-2.9123,-2.9525,6.0
-2.9286,-2.9736,6.0
-2.9359,-2.9939,6.0
-2.9428,-2.9863,6.0
-2.9558,-2.9828,6.0
-2.9212,-2.9827,6.0
-2.8811,-2.9613,6.0
-2.8084,-2.993,6.0
-2.7352,-2.9955,6.0
-2.6542,-1.3524,6.0
-2.512,-1.5393,6.0
-2.3816,-1.7304,6.0
-2.2516,-1.923,6.0
-2.0998,-2.0998,6.0
-1.9154,-2.2426,6.0
-1.759,-2.421,6.0
-1.5388,-2.5112,6.0
-1.3515,-2.6524,6.0
-1.1465,-2.7679,6.0
-0.9101,-2.8011,6.0
-0.6963,-2.9002,6.0
-0.4691,-2.9618,6.0
-0.2315,-2.9416,6.0
-0.0,-2.9827,6.0
0.2329,-2.9596,6.0
0.4635,-2.9267,6.0
0.6926,-2.8849,6.0
0.9237,-2.8428,6.0
1.141,-2.7545,6.0
1.3508,-2.651,6.0
1.5482,-2.5265,6.0
1.7597,-2.4221,6.0
1.9172,-2.2448,6.0
2.1178,-2.1178,6.0
2.2397,-1.9128,6.0
2.3932,-1.7387,6.0
2.5229,-1.546,6.0
2.6303,-1.3402,6.0
2.742,-1.1358,6.0
2.8094,-0.9128,6.0
2.8827,-0.6921,6.0
2.9083,-0.4606,6.0
2.9629,-0.2332,6.0
1.75,0.0,6.15
1.706,0.1343,6.15
1.724,0.2731,6.15
1.6719,0.4014,6.15
1.6611,0.5397,6.15
1.5823,0.6554,6.15
1.5278,0.7785,6.15
1.4515,0.8895,6.15
1.3927,1.0118,6.15
1.3004,1.1106,6.15
1.2259,1.2259,6.15
1.1278,1.3205,6.15
1.0013,1.3782,6.15
0.8999,1.4685,6.15
0.7869,1.5444,6.15
0.6703,1.6183,6.15
0.5395,1.6606,6.15
0.4018,1.6737,6.15
0.2735,1.7271,6.15
0.133,1.6899,6.15
0.0,1.7007,6.15
-0.1372,1.7437,6.15
-0.2721,1.7179,6.15
-0.3988,1.6611,6.15
-0.5356,1.6483,6.15
-0.6619,1.598,6.15
-0.7769,1.5247,6.15
-0.9029,1.4734,6.15
-1.0156,1.3978,6.15
-1.133,1.3266,6.15
-1.2065,1.2065,6.15
-1.3071,1.1164,6.15
-1.4147,1.0278,6.15
-1.4896,0.9128,6.15
-1.5435,0.7864,6.15
-1.582,-2.962,6.15
-1.6642,-2.9724,6.15
-1.6526,-2.9444,6.15
-1.6768,-2.9782,6.15
-1.7194,-2.974,6.15
-1.7524,-2.9935,6.15
-1.7053,-2.9805,6.15
-1.6916,-2.9691,6.15
-1.6616,-2.9971,6.15
-1.6429,-2.9612,6.15
-1.5803,-2.9523,6.15
-1.552,-0.7908,6.15
-1.4542,-0.8911,6.15
-1.4184,-1.0306,6.15
-1.3275,-1.1338,6.15
-1.2277,-1.2277,6.15
-1.1259,-1.3183,6.15
-1.0213,-1.4057,6.15
-0.8899,-1.4522,6.15
-0.7853,-1.5412,6.15
-0.6611,-1.5961,6.15
-0.5406,-1.6639,6.15
-0.3993,-1.6631,6.15
-0.2698,-1.7036,6.15
-0.1365,-1.7349,6.15
-0.0,-1.7403,6.15
0.1331,-1.6915,6.15
0.2681,-1.6927,6.15
0.3956,-1.648,6.15
0.5363,-1.6507,6.15
0.6563,-1.5844,6.15
0.7917,-1.5539,6.15
0.8959,-1.4619,6.15
1.025,-1.4108,6.15
1.125,-1.3172,6.15
1.2373,-1.2373,6.15
1.302,-1.112,6.15
1.3767,-1.0002,6.15
1.4519,-0.8897,6.15
1.5118,-0.7703,6.15
1.6163,-0.6695,6.15
1.6295,-0.5294,6.15
1.6842,-0.4044,6.15
1.7245,-0.2731,6.15
1.6903,-0.133,6.15
1.6704,0.0,6.3
1.6982,0.1337,6.3
1.6717,0.2648,6.3
1.6493,0.396,6.3
1.5997,0.5198,6.3
1.5542,0.6438,6.3
1.4918,0.7601,6.3
1.4202,0.8703,6.3
1.3832,1.0049,6.3
1.2699,1.0846,6.3
1.2112,1.2112,6.3
1.0987,1.2864,6.3
1.0072,1.3864,6.3
0.8778,1.4324,6.3
0.7777,1.5264,6.3
0.6416,1.549,6.3
0.5216,1.6053,6.3
0.3899,1.6242,6.3
0.2589,1.6348,6.3
0.1338,1.7,6.3
0.0,1.6597,6.3
-0.1317,1.6738,6.3
-0.2657,1.6777,6.3
-0.3869,1.6115,6.3
-0.5164,1.5893,6.3
-0.6399,1.5449,6.3
-0.7703,1.5118,6.3
-0.867,1.4147,6.3
-0.9984,1.3742,6.3
-1.0815,1.2662,6.3
-1.1877,1.1877,6.3
-1.2737,1.0878,6.3
-1.3566,0.9856,6.3
-1.4453,0.8857,6.3
-1.4886,0.7585,6.3
-1.5649,-2.9759,6.3
-1.6132,-2.996,6.3
-1.6347,-2.9618,6.3
-1.6559,-2.9687,6.3
-1.6539,-2.9472,6.3
-1.7032,-2.9442,6.3
-1.7004,-2.9842,6.3
-1.6488,-2.9937,6.3
-1.6127,-2.9565,6.3
-1.6141,-2.9983,6.3
-1.5377,-2.9698,6.3
-1.5002,-0.7644,6.3
-1.4445,-0.8852,6.3
-1.3505,-0.9812,6.3
-1.2985,-1.109,6.3
-1.1794,-1.1794,6.3
-1.0879,-1.2737,6.3
-1.0059,-1.3845,6.3
-0.8803,-1.4365,6.3
-0.7513,-1.4745,6.3
-0.6474,-1.5631,6.3
-0.5135,-1.5803,6.3
-0.3922,-1.6336,6.3
-0.2628,-1.659,6.3
-0.1309,-1.6638,6.3
-0.0,-1.6661,6.3
0.1313,-1.6679,6.3
0.2664,-1.6818,6.3
0.3905,-1.6266,6.3
0.5269,-1.6215,6.3
0.6357,-1.5348,6.3
0.772,-1.5152,6.3
0.8713,-1.4219,6.3
0.9773,-1.3451,6.3
1.1063,-1.2954,6.3
1.2031,-1.2031,6.3
1.2883,-1.1003,6.3
1.3517,-0.9821,6.3
1.4122,-0.8654,6.3
1.5167,-0.7728,6.3
1.5432,-0.6392,6.3
1.5905,-0.5168,6.3
1.6327,-0.392,6.3
1.6434,-0.2603,6.3
1.6704,-0.1315,6.3
1.6685,0.0,6.45
1.7143,0.1349,6.45
1.6858,0.267,6.45
1.6472,0.3955,6.45
1.6189,0.526,6.45
1.5722,0.6512,6.45
1.5187,0.7738,6.45
1.4285,0.8754,6.45
1.3516,0.982,6.45
1.3037,1.1135,6.45
1.2122,1.2122,6.45
1.1056,1.2945,6.45
0.9794,1.3481,6.45
0.8901,1.4525,6.45
0.7685,1.5082,6.45
0.6574,1.5871,6.45
0.5266,1.6206,6.45
0.3941,1.6414,6.45
0.2628,1.659,6.45
0.1318,1.6745,6.45
0.0,1.7024,6.45
-0.1314,1.6695,6.45
-0.2627,1.6585,6.45
-0.4,1.6659,6.45
-0.5228,1.6089,6.45
-0.6538,1.5784,6.45
-0.773,1.517,6.45
-0.8935,1.4581,6.45
-1.0028,1.3802,6.45
-1.0963,1.2836,6.45
-1.2082,1.2082,6.45
-1.2728,1.0871,6.45
-1.3552,0.9846,6.45
-1.4537,0.8908,6.45
-1.4927,0.7606,6.45
-1.5496,-2.984,6.45
-1.6187,-2.9876,6.45
-1.667,-2.9715,6.45
-1.6687,-2.9528,6.45
-1.7047,-2.9979,6.45
-1.7197,-2.9914,6.45
-1.7034,-2.9524,6.45
-1.6986,-2.9806,6.45
-1.6287,-2.9882,6.45
-1.6122,-2.9846,6.45
-1.5424,-2.9439,6.45
-1.5115,-0.7701,6.45
-1.465,-0.8977,6.45
-1.3586,-0.9871,6.45
-1.269,-1.0838,6.45
-1.1885,-1.1885,6.45
-1.0859,-1.2715,6.45
-1.0142,-1.3959,6.45
-0.8723,-1.4234,6.45
-0.7726,-1.5163,6.45
-0.644,-1.5547,6.45
-0.5236,-1.6114,6.45
-0.399,-1.6619,6.45
-0.2649,-1.6723,6.45
-0.1321,-1.6789,6.45
-0.0,-1.6981,6.45
0.1329,-1.6888,6.45
0.2678,-1.6908,6.45
0.3931,-1.6374,6.45
0.523,-1.6097,6.45
0.6524,-1.575,6.45
0.7644,-1.5003,6.45
0.8925,-1.4565,6.45
0.9888,-1.361,6.45
1.0862,-1.2717,6.45
1.1999,-1.1999,6.45
1.282,-1.0949,6.45
1.3791,-1.002,6.45
1.4639,-0.8971,6.45
1.5017,-0.7651,6.45
1.5408,-0.6382,6.45
1.595,-0.5183,6.45
1.6265,-0.3905,6.45
1.662,-0.2632,6.45
1.6686,-0.1313,6.45
1.6533,0.0,6.6
1.6537,0.1302,6.6
1.6051,0.2542,6.6
1.6194,0.3888,6.6
1.5584,0.5064,6.6
1.4937,0.6187,6.6
1.4915,0.7599,6.6
1.4286,0.8755,6.6
1.3254,0.963,6.6
1.2687,1.0835,6.6
1.1446,1.1446,6.6
1.0615,1.2429,6.6
0.9846,1.3552,6.6
0.8636,1.4092,6.6
0.7454,1.4629,6.6
0.6372,1.5383,6.6
0.5158,1.5873,6.6
0.3784,1.5762,6.6
0.2589,1.6349,6.6
0.1313,1.6684,6.6
0.0,1.6161,6.6
-0.1286,1.6343,6.6
-0.2555,1.6133,6.6
-0.3831,1.5955,6.6
-0.5072,1.561,6.6
-0.6293,1.5194,6.6
-0.7604,1.4923,6.6
-0.872,1.423,6.6
-0.9678,1.332,6.6
-1.0808,1.2654,6.6
-1.1826,1.1826,6.6
-1.2289,1.0496,6.6
-1.3433,0.9759,6.6
-1.3784,0.8447,6.6
-1.4679,0.7479,6.6
-1.5129,-2.9842,6.6
-1.5718,-2.9585,6.6
-1.6118,-2.9721,6.6
-1.6413,-2.9435,6.6
-1.6585,-2.9471,6.6
-1.6622,-2.9539,6.6
-1.6148,-2.9947,6.6
-1.6185,-2.9489,6.6
-1.5802,-2.957,6.6
-1.5497,-2.9604,6.6
-1.4961,-2.9777,6.6
-1.4566,-0.7422,6.6
-1.4099,-0.864,6.6
-1.3112,-0.9526,6.6
-1.2577,-1.0741,6.6
-1.1501,-1.1501,6.6
-1.0624,-1.2439,6.6
-0.9653,-1.3286,6.6
-0.8625,-1.4074,6.6
-0.7385,-1.4493,6.6
-0.6364,-1.5364,6.6
-0.5067,-1.5595,6.6
-0.3796,-1.581,6.6
-0.2613,-1.6501,6.6
-0.1289,-1.6376,6.6
-0.0,-1.6474,6.6
0.131,-1.6651,6.6
0.2575,-1.6257,6.6
0.3885,-1.6182,6.6
0.5034,-1.5492,6.6
0.6356,-1.5345,6.6
0.7579,-1.4875,6.6
0.858,-1.4001,6.6
0.9644,-1.3274,6.6
1.0697,-1.2524,6.6
1.1806,-1.1806,6.6
1.2303,-1.0507,6.6
1.3495,-0.9805,6.6
1.4113,-0.8648,6.6
1.4611,-0.7445,6.6
1.4988,-0.6208,6.6
1.5859,-0.5153,6.6
1.6111,-0.3868,6.6
1.6296,-0.2581,6.6
1.6624,-0.1308,6.6
1.6172,0.0,6.75
1.5985,0.1258,6.75
1.5482,0.2452,6.75
1.5661,0.376,6.75
1.5243,0.4953,6.75
1.4703,0.609,6.75
1.4357,0.7315,6.75
1.351,0.8279,6.75
1.273,0.9249,6.75
1.198,1.0232,6.75
1.1339,1.1339,6.75
1.0135,1.1867,6.75
0.9271,1.2761,6.75
0.8159,1.3314,6.75
0.7351,1.4428,6.75
0.6125,1.4787,6.75
0.4957,1.5257,6.75
0.3682,1.5335,6.75
0.2482,1.567,6.75
0.123,1.5627,6.75
0.0,1.5614,6.75
-0.1248,1.5863,6.75
-0.252,1.5911,6.75
-0.3657,1.5232,6.75
-0.4944,1.5217,6.75
-0.6179,1.4917,6.75
-0.7256,1.4241,6.75
-0.8335,1.3602,6.75
-0.9443,1.2997,6.75
-1.0205,1.1948,6.75
-1.138,1.138,6.75
-1.2175,1.0399,6.75
-1.2809,0.9307,6.75
-1.3696,0.8393,6.75
-1.4112,0.719,6.75
-1.4735,-2.9659,6.75
-1.5052,-2.9833,6.75
-1.5245,-2.9931,6.75
-1.5864,-2.9987,6.75
-1.5741,-2.968,6.75
-1.6007,-2.9781,6.75
-1.5837,-2.9449,6.75
-1.5939,-2.963,6.75
-1.5596,-2.9538,6.75
-1.5289,-2.9677,6.75
-1.4762,-2.9463,6.75
-1.4076,-0.7172,6.75
-1.3757,-0.8431,6.75
-1.302,-0.9459,6.75
-1.2271,-1.0481,6.75
-1.1346,-1.1346,6.75
-1.0388,-1.2163,6.75
-0.9237,-1.2713,6.75
-0.845,-1.3789,6.75
-0.7211,-1.4153,6.75
-0.6105,-1.474,6.75
-0.4825,-1.4849,6.75
-0.3651,-1.5207,6.75
-0.2519,-1.5901,6.75
-0.1238,-1.5724,6.75
-0.0,-1.6068,6.75
0.1238,-1.5726,6.75
0.2498,-1.5773,6.75
0.3773,-1.5715,6.75
0.4881,-1.5021,6.75
0.6043,-1.4589,6.75
0.7112,-1.3958,6.75
0.839,-1.3692,6.75
0.9382,-1.2913,6.75
1.0396,-1.2172,6.75
1.129,-1.129,6.75
1.2083,-1.032,6.75
1.3034,-0.947,6.75
1.3421,-0.8225,6.75
1.4356,-0.7315,6.75
1.4561,-0.6031,6.75
1.5294,-0.4969,6.75
1.5677,-0.3764,6.75
1.596,-0.2528,6.75
1.6106,-0.1268,6.75
1.6895,0.0,6.9
1.657,0.1304,6.9
1.6838,0.2667,6.9
1.6089,0.3863,6.9
1.578,0.5127,6.9
1.5364,0.6364,6.9
1.5165,0.7727,6.9
1.4551,0.8917,6.9
1.34,0.9736,6.9
1.2854,1.0978,6.9
1.2044,1.2044,6.9
1.0805,1.2651,6.9
1.0017,1.3788,6.9
0.8782,1.4332,6.9
0.7727,1.5165,6.9
0.642,1.5499,6.9
0.5161,1.5884,6.9
0.3931,1.6375,6.9
0.2622,1.6554,6.9
0.1308,1.6618,6.9
0.0,1.6797,6.9
-0.1307,1.661,6.9
-0.2617,1.6526,6.9
-0.3991,1.6623,6.9
-0.5293,1.6291,6.9
-0.6501,1.5694,6.9
-0.7529,1.4777,6.9
-0.8755,1.4288,6.9
-1.0041,1.3821,6.9
-1.0776,1.2617,6.9
-1.1851,1.1851,6.9
-1.2751,1.0891,6.9
-1.3763,1.0,6.9
-1.4444,0.8852,6.9
-1.5231,0.776,6.9
-1.5522,-2.9894,6.9
-1.5797,-2.9707,6.9
-1.6369,-2.9576,6.9
-1.6514,-2.9427,6.9
-1.6488,-2.9818,6.9
-1.6933,-2.9654,6.9
-1.6672,-2.9916,6.9
-1.6411,-2.9613,6.9
-1.6137,-2.9749,6.9
-1.6193,-2.9863,6.9
-1.5484,-2.9645,6.9
-1.49,-0.7592,6.9
-1.4227,-0.8718,6.9
-1.3517,-0.9821,6.9
-1.2741,-1.0882,6.9
-1.1846,-1.1846,6.9
-1.0833,-1.2684,6.9
-1.0032,-1.3808,6.9
-0.866,-1.4131,6.9
-0.7552,-1.4822,6.9
-0.6389,-1.5424,6.9
-0.5212,-1.6041,6.9
-0.391,-1.6285,6.9
-0.2668,-1.6847,6.9
-0.1305,-1.6579,6.9
-0.0,-1.6856,6.9
0.1316,-1.6723,6.9
0.2644,-1.6696,6.9
0.3907,-1.6273,6.9
0.5224,-1.6076,6.9
0.6498,-1.5688,6.9
0.7777,-1.5263,6.9
0.875,-1.4279,6.9
1.0023,-1.3796,6.9
1.0989,-1.2866,6.9
1.1869,-1.1869,6.9
1.2726,-1.0869,6.9
1.3556,-0.9849,6.9
1.4268,-0.8743,6.9
1.507,-0.7679,6.9
1.5662,-0.6487,6.9
1.6087,-0.5227,6.9
1.6589,-0.3983,6.9
1.6811,-0.2663,6.9
1.6724,-0.1316,6.9
1.7111,0.0,7.05
1.6691,0.1314,7.05
1.6841,0.2667,7.05
1.6152,0.3878,7.05
1.594,0.5179,7.05
1.5625,0.6472,7.05
1.509,0.7689,7.05
1.4616,0.8957,7.05
1.3833,1.005,7.05
1.2943,1.1055,7.05
1.185,1.185,7.05
1.0902,1.2764,7.05
0.9839,1.3542,7.05
0.8779,1.4326,7.05
0.757,1.4857,7.05
0.6451,1.5573,7.05
0.5156,1.587,7.05
0.399,1.6619,7.05
0.2652,1.6746,7.05
0.1348,1.7124,7.05
0.0,1.6741,7.05
-0.1342,1.7053,7.05
-0.2635,1.6637,7.05
-0.3984,1.6594,7.05
-0.5132,1.5795,7.05
-0.6577,1.5878,7.05
-0.7604,1.4924,7.05
-0.8713,1.4219,7.05
-0.989,1.3613,7.05
-1.1113,1.3011,7.05
-1.1778,1.1778,7.05
-1.2632,1.0789,7.05
-1.3863,1.0072,7.05
-1.4431,0.8843,7.05
-1.5115,0.7702,7.05
-1.5708,-2.9757,7.05
-1.5875,-2.9701,7.05
-1.6324,-2.9963,7.05
-1.6398,-2.9945,7.05
-1.7054,-2.9726,7.05
-1.6854,-2.9706,7.05
-1.6675,-2.9791,7.05
-1.6909,-2.9684,7.05
-1.653,-2.9784,7.05
-1.6048,-2.9418,7.05
-1.5411,-2.9875,7.05
-1.5284,-0.7787,7.05
-1.4156,-0.8675,7.05
-1.3902,-1.01,7.05
-1.2935,-1.1047,7.05
-1.1857,-1.1857,7.05
-1.1106,-1.3004,7.05
-0.9881,-1.36,7.05
-0.8678,-1.4161,7.05
-0.7761,-1.5232,7.05
-0.643,-1.5523,7.05
-0.5157,-1.587,7.05
-0.3877,-1.6148,7.05
-0.2611,-1.6483,7.05
-0.1341,-1.7036,7.05
-0.0,-1.6709,7.05
0.1323,-1.6804,7.05
0.2633,-1.6625,7.05
0.3912,-1.6296,7.05
0.5217,-1.6056,7.05
0.6493,-1.5675,7.05
0.7666,-1.5046,7.05
0.8813,-1.4382,7.05
0.9918,-1.365,7.05
1.0881,-1.274,7.05
1.2083,-1.2083,7.05
1.2916,-1.1031,7.05
1.3615,-0.9892,7.05
1.4488,-0.8878,7.05
1.5122,-0.7705,7.05
1.5507,-0.6423,7.05
1.5902,-0.5167,7.05
1.6531,-0.3969,7.05
1.6522,-0.2617,7.05
1.6735,-0.1317,7.05
1.652,0.0,7.2
1.6446,0.1294,7.2
1.6272,0.2577,7.2
1.6148,0.3877,7.2
1.6157,0.525,7.2
1.5476,0.641,7.2
1.497,0.7628,7.2
1.4156,0.8675,7.2
1.3348,0.9698,7.2
1.2807,1.0938,7.2
1.1948,1.1948,7.2
1.0855,1.271,7.2
0.9763,1.3437,7.2
0.8776,1.4321,7.2
0.7623,1.496,7.2
0.6517,1.5733,7.2
0.5148,1.5843,7.2
0.3941,1.6415,7.2
0.2636,1.6642,7.2
0.1327,1.6862,7.2
0.0,1.662,7.2
-0.1327,1.6862,7.2
-0.264,1.6671,7.2
-0.3939,1.6407,7.2
-0.5081,1.5638,7.2
-0.6354,1.5341,7.2
-0.7487,1.4693,7.2
-0.8671,1.415,7.2
-0.9783,1.3465,7.2
-1.0872,1.2729,7.2
-1.1867,1.1867,7.2
-1.2948,1.1059,7.2
-1.3409,0.9742,7.2
-1.4354,0.8796,7.2
-1.5052,0.767,7.2
-1.5457,-2.9535,7.2
-1.5677,-2.9838,7.2
-1.6297,-2.9544,7.2
-1.6365,-2.948,7.2
-1.6435,-2.9587,7.2
-1.6827,-2.9413,7.2
-1.6978,-2.9727,7.2
-1.6509,-2.9639,7.2
-1.6228,-2.9506,7.2
-1.5951,-2.9716,7.2
-1.5725,-2.9601,7.2
-1.4795,-0.7538,7.2
-1.4349,-0.8793,7.2
-1.3432,-0.9759,7.2
-1.2932,-1.1045,7.2
-1.1932,-1.1932,7.2
-1.0786,-1.2629,7.2
-0.9687,-1.3333,7.2
-0.8662,-1.4136,7.2
-0.7724,-1.5159,7.2
-0.6392,-1.5431,7.2
-0.5207,-1.6026,7.2
-0.3928,-1.6361,7.2
-0.2609,-1.6475,7.2
-0.1296,-1.6472,7.2
-0.0,-1.677,7.2
0.1322,-1.6792,7.2
0.2637,-1.6652,7.2
0.3859,-1.6076,7.2
0.5168,-1.5904,7.2
0.6307,-1.5226,7.2
0.7585,-1.4885,7.2
0.887,-1.4474,7.2
0.9905,-1.3634,7.2
1.0954,-1.2825,7.2
1.2021,-1.2021,7.2
1.2543,-1.0712,7.2
1.3368,-0.9713,7.2
1.4053,-0.8611,7.2
1.4798,-0.754,7.2
1.55,-0.642,7.2
1.6161,-0.5251,7.2
1.6024,-0.3847,7.2
1.658,-0.2626,7.2
1.6515,-0.13,7.2
1.601,0.0,7.35
1.5968,0.1257,7.35
1.5962,0.2528,7.35
1.5766,0.3785,7.35
1.5155,0.4924,7.35
1.4891,0.6168,7.35
1.4003,0.7135,7.35
1.3769,0.8438,7.35
1.2924,0.939,7.35
1.2143,1.0371,7.35
1.133,1.133,7.35
1.0389,1.2164,7.35
0.9547,1.3141,7.35
0.824,1.3446,7.35
0.7185,1.4102,7.35
0.6231,1.5044,7.35
0.4896,1.507,7.35
0.3758,1.5651,7.35
0.2518,1.5896,7.35
0.1243,1.5789,7.35
0.0,1.5813,7.35
-0.1265,1.6072,7.35
-0.2536,1.6014,7.35
-0.37,1.5413,7.35
-0.5004,1.54,7.35
-0.6206,1.4982,7.35
-0.7332,1.439,7.35
-0.8403,1.3712,7.35
-0.9492,1.3064,7.35
-1.0241,1.1991,7.35
-1.137,1.137,7.35
-1.2281,1.0489,7.35
-1.3019,0.9459,7.35
-1.3442,0.8237,7.35
-1.446,0.7368,7.35
-1.48,-2.9435,7.35
-1.535,-2.9933,7.35
-1.5443,-2.9883,7.35
-1.591,-2.9991,7.35
-1.5789,-2.9612,7.35
-1.6027,-2.9517,7.35
-1.6124,-2.946,7.35
-1.5606,-2.9462,7.35
-1.584,-2.9535,7.35
-1.539,-2.9686,7.35
-1.4695,-2.9478,7.35
-1.4272,-0.7272,7.35
-1.3492,-0.8268,7.35
-1.2932,-0.9396,7.35
-1.2355,-1.0552,7.35
-1.1255,-1.1255,7.35
-1.0539,-1.2339,7.35
-0.9274,-1.2765,7.35
-0.8501,-1.3872,7.35
-0.7309,-1.4345,7.35
-0.6141,-1.4825,7.35
-0.4864,-1.497,7.35
-0.3703,-1.5425,7.35
-0.2472,-1.5606,7.35
-0.1259,-1.5998,7.35
-0.0,-1.5713,7.35
0.1258,-1.5985,7.35
0.2491,-1.5725,7.35
0.3736,-1.5563,7.35
0.5036,-1.5499,7.35
0.615,-1.4847,7.35
0.7313,-1.4353,7.35
0.8469,-1.3821,7.35
0.93,-1.2801,7.35
1.0476,-1.2266,7.35
1.1414,-1.1414,7.35
1.206,-1.0301,7.35
1.3037,-0.9472,7.35
1.3872,-0.8501,7.35
1.4473,-0.7375,7.35
1.4883,-0.6165,7.35
1.5072,-0.4897,7.35
1.5398,-0.3697,7.35
1.5565,-0.2465,7.35
1.575,-0.124,7.35
1.6261,0.0,7.5
1.6276,0.1281,7.5
1.6234,0.2571,7.5
1.5806,0.3795,7.5
1.5875,0.5158,7.5
1.5283,0.6331,7.5
1.4684,0.7482,7.5
1.4082,0.8629,7.5
1.326,0.9634,7.5
1.2505,1.0681,7.5
1.1659,1.1659,7.5
1.0859,1.2714,7.5
0.9724,1.3384,7.5
0.8535,1.3928,7.5
0.744,1.4603,7.5
0.6269,1.5134,7.5
0.5096,1.5683,7.5
0.382,1.5912,7.5
0.2602,1.6429,7.5
0.1308,1.6615,7.5
0.0,1.6632,7.5
-0.1291,1.6405,7.5
-0.2562,1.6176,7.5
-0.3881,1.6165,7.5
-0.5033,1.549,7.5
-0.6295,1.5198,7.5
-0.7427,1.4576,7.5
-0.8635,1.4092,7.5
-0.9553,1.3149,7.5
-1.0698,1.2526,7.5
-1.144,1.144,7.5
-1.2262,1.0473,7.5
-1.3255,0.963,7.5
-1.4083,0.863,7.5
-1.4673,0.7476,7.5
-1.4901,-2.9917,7.5
-1.5387,-2.9933,7.5
-1.5954,-2.9703,7.5
-1.648,-2.9535,7.5
-1.6448,-2.9807,7.5
-1.6297,-2.9741,7.5
-1.6672,-2.9443,7.5
-1.6138,-2.9889,7.5
-1.5724,-2.9916,7.5
-1.5363,-2.9808,7.5
-1.5009,-2.9567,7.5
-1.4614,-0.7446,7.5
-1.4202,-0.8703,7.5
-1.3517,-0.982,7.5
-1.2294,-1.05,7.5
-1.177,-1.177,7.5
-1.0658,-1.2479,7.5
-0.961,-1.3227,7.5
-0.8548,-1.395,7.5
-0.7373,-1.447,7.5
-0.6392,-1.5433,7.5
-0.516,-1.5881,7.5
-0.377,-1.5705,7.5
-0.2588,-1.6339,7.5
-0.1291,-1.641,7.5
-0.0,-1.66,7.5
0.1269,-1.6124,7.5
0.2602,-1.6425,7.5
0.3838,-1.5986,7.5
0.5106,-1.5713,7.5
0.6286,-1.5176,7.5
0.734,-1.4406,7.5
0.8478,-1.3835,7.5
0.9625,-1.3248,7.5
1.0479,-1.2269,7.5
1.1561,-1.1561,7.5
1.2308,-1.0512,7.5
1.3161,-0.9562,7.5
1.4121,-0.8653,7.5
1.4694,-0.7487,7.5
1.5072,-0.6243,7.5
1.5372,-0.4995,7.5
1.607,-0.3858,7.5
1.6486,-0.2611,7.5
1.6415,-0.1292,7.5
1.6012,0.0,7.65
1.6042,0.1263,7.65
1.6146,0.2557,7.65
1.5794,0.3792,7.65
1.5319,0.4977,7.65
1.5031,0.6226,7.65
1.4379,0.7326,7.65
1.366,0.8371,7.65
1.2783,0.9287,7.65
1.2337,1.0537,7.65
1.1336,1.1336,7.65
1.0301,1.2061,7.65
0.9305,1.2808,7.65
0.8522,1.3906,7.65
0.7407,1.4537,7.65
0.6173,1.4903,7.65
0.5027,1.5472,7.65
0.3763,1.5673,7.65
0.2508,1.5837,7.65
0.1258,1.5983,7.65
0.0,1.5946,7.65
-0.1273,1.6172,7.65
-0.2496,1.5757,7.65
-0.3697,1.5399,7.65
-0.4962,1.5271,7.65
-0.6129,1.4796,7.65
-0.7426,1.4575,7.65
-0.8286,1.3521,7.65
-0.951,1.3089,7.65
-1.0515,1.2312,7.65
-1.1513,1.1513,7.65
-1.2162,1.0387,7.65
-1.2917,0.9384,7.65
-1.3618,0.8345,7.65
-1.421,0.724,7.65
-1.4598,-2.981,7.65
-1.5178,-2.9434,7.65
-1.558,-2.9801,7.65
-1.5982,-2.9851,7.65
-1.6147,-2.9756,7.65
-1.5842,-2.9723,7.65
-1.5916,-2.9951,7.65
-1.5977,-2.9991,7.65
-1.5431,-2.9853,7.65
-1.501,-2.9577,7.65
-1.4878,-2.9753,7.65
-1.419,-0.723,7.65
-1.3612,-0.8341,7.65
-1.3059,-0.9488,7.65
-1.211,-1.0343,7.65
-1.1342,-1.1342,7.65
-1.0306,-1.2066,7.65
-0.9536,-1.3125,7.65
-0.8403,-1.3713,7.65
-0.73,-1.4327,7.65
-0.6139,-1.4822,7.65
-0.4906,-1.51,7.65
-0.3705,-1.5432,7.65
-0.2529,-1.597,7.65
-0.1272,-1.616,7.65
-0.0,-1.6004,7.65
0.1276,-1.6218,7.65
0.2548,-1.6086,7.65
0.3714,-1.5471,7.65
0.5026,-1.5468,7.65
0.6157,-1.4864,7.65
0.7315,-1.4356,7.65
0.8513,-1.3893,7.65
0.9307,-1.2811,7.65
1.0454,-1.224,7.65
1.1313,-1.1313,7.65
1.2051,-1.0293,7.65
1.313,-0.9539,7.65
1.3878,-0.8504,7.65
1.4294,-0.7283,7.65
1.4646,-0.6067,7.65
1.5566,-0.5058,7.65
1.5877,-0.3812,7.65
1.6106,-0.2551,7.65
1.6034,-0.1262,7.65
1.6265,0.0,7.8
1.6636,0.1309,7.8
1.5967,0.2529,7.8
1.6171,0.3882,7.8
1.5757,0.512,7.8
1.5227,0.6307,7.8
